Dim_isEndgame,Dim_Realms,Dim_GrandCompany,Dim_Species,V_PlayerCount
True,Twintania,none,Viera,99
True,Zodiark,Immortal Flames,Au Ra,19
True,Zodiark,Immortal Flames,Elezen,4
True,Zodiark,Immortal Flames,Hrothgar,2
True,Zodiark,Immortal Flames,Hyur,16
True,Zodiark,Immortal Flames,Lalafell,14
True,Zodiark,Immortal Flames,Miqo'te,27
True,Zodiark,Immortal Flames,Roegadyn,3
True,Zodiark,Immortal Flames,Viera,14
True,Zodiark,Maelstrom,Au Ra,19
True,Zodiark,Maelstrom,Elezen,5
True,Zodiark,Maelstrom,Hrothgar,2
True,Zodiark,Maelstrom,Hyur,16
True,Zodiark,Maelstrom,Lalafell,14
True,Zodiark,Maelstrom,Miqo'te,28
True,Zodiark,Maelstrom,Roegadyn,3
True,Zodiark,Maelstrom,Viera,15
True,Zodiark,Order of the Twin Adder,Au Ra,23
True,Zodiark,Order of the Twin Adder,Elezen,5
True,Zodiark,Order of the Twin Adder,Hrothgar,3
True,Zodiark,Order of the Twin Adder,Hyur,19
True,Zodiark,Order of the Twin Adder,Lalafell,17
True,Zodiark,Order of the Twin Adder,Miqo'te,33
True,Zodiark,Order of the Twin Adder,Roegadyn,4
True,Zodiark,Order of the Twin Adder,Viera,17
True,Zodiark,none,Au Ra,139
True,Zodiark,none,Elezen,33
True,Zodiark,none,Hrothgar,17
True,Zodiark,none,Hyur,118
True,Zodiark,none,Lalafell,103
True,Zodiark,none,Miqo'te,202
True,Zodiark,none,Roegadyn,24
True,Zodiark,none,Viera,107
True,Aegis,Immortal Flames,Au Ra,11
True,Aegis,Immortal Flames,Elezen,3
True,Aegis,Immortal Flames,Hrothgar,1
True,Aegis,Immortal Flames,Hyur,10
True,Aegis,Immortal Flames,Lalafell,8
True,Aegis,Immortal Flames,Miqo'te,16
True,Aegis,Immortal Flames,Roegadyn,2
True,Aegis,Immortal Flames,Viera,9
True,Aegis,Maelstrom,Au Ra,12
True,Aegis,Maelstrom,Elezen,3
True,Aegis,Maelstrom,Hrothgar,1
True,Aegis,Maelstrom,Hyur,10
True,Aegis,Maelstrom,Lalafell,9
True,Aegis,Maelstrom,Miqo'te,17
True,Aegis,Maelstrom,Roegadyn,2
True,Aegis,Maelstrom,Viera,9
True,Aegis,Order of the Twin Adder,Au Ra,14
True,Aegis,Order of the Twin Adder,Elezen,3
True,Aegis,Order of the Twin Adder,Hrothgar,2
True,Aegis,Order of the Twin Adder,Hyur,12
True,Aegis,Order of the Twin Adder,Lalafell,10
True,Aegis,Order of the Twin Adder,Miqo'te,20
True,Aegis,Order of the Twin Adder,Roegadyn,2
True,Aegis,Order of the Twin Adder,Viera,11
True,Aegis,none,Au Ra,84
True,Aegis,none,Elezen,20
True,Aegis,none,Hrothgar,10
True,Aegis,none,Hyur,72
True,Aegis,none,Lalafell,62
True,Aegis,none,Miqo'te,122
True,Aegis,none,Roegadyn,15
True,Aegis,none,Viera,65
True,Alexander,Immortal Flames,Au Ra,12
True,Alexander,Immortal Flames,Elezen,3
True,Alexander,Immortal Flames,Hrothgar,1
True,Alexander,Immortal Flames,Hyur,10
True,Alexander,Immortal Flames,Lalafell,9
True,Alexander,Immortal Flames,Miqo'te,18
True,Alexander,Immortal Flames,Roegadyn,2
True,Alexander,Immortal Flames,Viera,9
True,Alexander,Maelstrom,Au Ra,13
True,Alexander,Maelstrom,Elezen,3
True,Alexander,Maelstrom,Hrothgar,2
True,Alexander,Maelstrom,Hyur,11
True,Alexander,Maelstrom,Lalafell,9
True,Alexander,Maelstrom,Miqo'te,18
True,Alexander,Maelstrom,Roegadyn,2
True,Alexander,Maelstrom,Viera,10
True,Alexander,Order of the Twin Adder,Au Ra,15
True,Alexander,Order of the Twin Adder,Elezen,4
True,Alexander,Order of the Twin Adder,Hrothgar,2
True,Alexander,Order of the Twin Adder,Hyur,13
True,Alexander,Order of the Twin Adder,Lalafell,11
True,Alexander,Order of the Twin Adder,Miqo'te,21
True,Alexander,Order of the Twin Adder,Roegadyn,3
True,Alexander,Order of the Twin Adder,Viera,11
True,Alexander,none,Au Ra,91
True,Alexander,none,Elezen,22
True,Alexander,none,Hrothgar,11
True,Alexander,none,Hyur,77
True,Alexander,none,Lalafell,67
True,Alexander,none,Miqo'te,132
True,Alexander,none,Roegadyn,16
True,Alexander,none,Viera,70
True,Anima,Immortal Flames,Au Ra,12
True,Anima,Immortal Flames,Elezen,3
True,Anima,Immortal Flames,Hrothgar,2
True,Anima,Immortal Flames,Hyur,11
True,Anima,Immortal Flames,Lalafell,9
True,Anima,Immortal Flames,Miqo'te,18
True,Anima,Immortal Flames,Roegadyn,2
True,Anima,Immortal Flames,Viera,10
True,Anima,Maelstrom,Au Ra,13
True,Anima,Maelstrom,Elezen,3
True,Anima,Maelstrom,Hrothgar,2
True,Anima,Maelstrom,Hyur,11
True,Anima,Maelstrom,Lalafell,9
True,Anima,Maelstrom,Miqo'te,19
True,Anima,Maelstrom,Roegadyn,2
True,Anima,Maelstrom,Viera,10
True,Anima,Order of the Twin Adder,Au Ra,15
True,Anima,Order of the Twin Adder,Elezen,4
True,Anima,Order of the Twin Adder,Hrothgar,2
True,Anima,Order of the Twin Adder,Hyur,13
True,Anima,Order of the Twin Adder,Lalafell,11
True,Anima,Order of the Twin Adder,Miqo'te,22
True,Anima,Order of the Twin Adder,Roegadyn,3
True,Anima,Order of the Twin Adder,Viera,12
True,Anima,none,Au Ra,93
True,Anima,none,Elezen,22
True,Anima,none,Hrothgar,11
True,Anima,none,Hyur,79
True,Anima,none,Lalafell,69
True,Anima,none,Miqo'te,134
True,Anima,none,Roegadyn,16
True,Anima,none,Viera,71
True,Asura,Immortal Flames,Au Ra,15
True,Asura,Immortal Flames,Elezen,4
True,Asura,Immortal Flames,Hrothgar,2
True,Asura,Immortal Flames,Hyur,13
True,Asura,Immortal Flames,Lalafell,11
True,Asura,Immortal Flames,Miqo'te,22
True,Asura,Immortal Flames,Roegadyn,3
True,Asura,Immortal Flames,Viera,12
True,Asura,Maelstrom,Au Ra,15
True,Asura,Maelstrom,Elezen,4
True,Asura,Maelstrom,Hrothgar,2
True,Asura,Maelstrom,Hyur,13
True,Asura,Maelstrom,Lalafell,11
True,Asura,Maelstrom,Miqo'te,22
True,Asura,Maelstrom,Roegadyn,3
True,Asura,Maelstrom,Viera,12
True,Asura,Order of the Twin Adder,Au Ra,18
True,Asura,Order of the Twin Adder,Elezen,4
True,Asura,Order of the Twin Adder,Hrothgar,2
True,Asura,Order of the Twin Adder,Hyur,15
True,Asura,Order of the Twin Adder,Lalafell,13
True,Asura,Order of the Twin Adder,Miqo'te,26
True,Asura,Order of the Twin Adder,Roegadyn,3
True,Asura,Order of the Twin Adder,Viera,14
True,Asura,none,Au Ra,112
True,Asura,none,Elezen,27
True,Asura,none,Hrothgar,14
True,Asura,none,Hyur,95
True,Asura,none,Lalafell,83
True,Asura,none,Miqo'te,162
True,Asura,none,Roegadyn,20
True,Asura,none,Viera,86
True,Atomos,Immortal Flames,Au Ra,11
True,Atomos,Immortal Flames,Elezen,3
True,Atomos,Immortal Flames,Hrothgar,1
True,Atomos,Immortal Flames,Hyur,10
True,Atomos,Immortal Flames,Lalafell,8
True,Atomos,Immortal Flames,Miqo'te,16
True,Atomos,Immortal Flames,Roegadyn,2
True,Atomos,Immortal Flames,Viera,9
True,Atomos,Maelstrom,Au Ra,12
True,Atomos,Maelstrom,Elezen,3
True,Atomos,Maelstrom,Hrothgar,1
True,Atomos,Maelstrom,Hyur,10
True,Atomos,Maelstrom,Lalafell,9
True,Atomos,Maelstrom,Miqo'te,17
True,Atomos,Maelstrom,Roegadyn,2
True,Atomos,Maelstrom,Viera,9
True,Atomos,Order of the Twin Adder,Au Ra,14
True,Atomos,Order of the Twin Adder,Elezen,3
True,Atomos,Order of the Twin Adder,Hrothgar,2
True,Atomos,Order of the Twin Adder,Hyur,12
True,Atomos,Order of the Twin Adder,Lalafell,10
True,Atomos,Order of the Twin Adder,Miqo'te,20
True,Atomos,Order of the Twin Adder,Roegadyn,2
True,Atomos,Order of the Twin Adder,Viera,11
True,Atomos,none,Au Ra,84
True,Atomos,none,Elezen,20
True,Atomos,none,Hrothgar,10
True,Atomos,none,Hyur,72
True,Atomos,none,Lalafell,62
True,Atomos,none,Miqo'te,122
True,Atomos,none,Roegadyn,15
True,Atomos,none,Viera,65
True,Bahamut,Immortal Flames,Au Ra,13
True,Bahamut,Immortal Flames,Elezen,3
True,Bahamut,Immortal Flames,Hrothgar,2
True,Bahamut,Immortal Flames,Hyur,11
True,Bahamut,Immortal Flames,Lalafell,9
True,Bahamut,Immortal Flames,Miqo'te,18
True,Bahamut,Immortal Flames,Roegadyn,2
True,Bahamut,Immortal Flames,Viera,10
True,Bahamut,Maelstrom,Au Ra,13
True,Bahamut,Maelstrom,Elezen,3
True,Bahamut,Maelstrom,Hrothgar,2
True,Bahamut,Maelstrom,Hyur,11
True,Bahamut,Maelstrom,Lalafell,10
True,Bahamut,Maelstrom,Miqo'te,19
True,Bahamut,Maelstrom,Roegadyn,2
True,Bahamut,Maelstrom,Viera,10
True,Bahamut,Order of the Twin Adder,Au Ra,15
True,Bahamut,Order of the Twin Adder,Elezen,4
True,Bahamut,Order of the Twin Adder,Hrothgar,2
True,Bahamut,Order of the Twin Adder,Hyur,13
True,Bahamut,Order of the Twin Adder,Lalafell,11
True,Bahamut,Order of the Twin Adder,Miqo'te,22
True,Bahamut,Order of the Twin Adder,Roegadyn,3
True,Bahamut,Order of the Twin Adder,Viera,12
True,Bahamut,none,Au Ra,94
True,Bahamut,none,Elezen,23
True,Bahamut,none,Hrothgar,11
True,Bahamut,none,Hyur,80
True,Bahamut,none,Lalafell,69
True,Bahamut,none,Miqo'te,136
True,Bahamut,none,Roegadyn,16
True,Bahamut,none,Viera,72
True,Belias,Immortal Flames,Au Ra,12
True,Belias,Immortal Flames,Elezen,3
True,Belias,Immortal Flames,Hrothgar,1
True,Belias,Immortal Flames,Hyur,10
True,Belias,Immortal Flames,Lalafell,9
True,Belias,Immortal Flames,Miqo'te,17
True,Belias,Immortal Flames,Roegadyn,2
True,Belias,Immortal Flames,Viera,9
True,Belias,Maelstrom,Au Ra,12
True,Belias,Maelstrom,Elezen,3
True,Belias,Maelstrom,Hrothgar,1
True,Belias,Maelstrom,Hyur,10
True,Belias,Maelstrom,Lalafell,9
True,Belias,Maelstrom,Miqo'te,17
True,Belias,Maelstrom,Roegadyn,2
True,Belias,Maelstrom,Viera,9
True,Belias,Order of the Twin Adder,Au Ra,14
True,Belias,Order of the Twin Adder,Elezen,3
True,Belias,Order of the Twin Adder,Hrothgar,2
True,Belias,Order of the Twin Adder,Hyur,12
True,Belias,Order of the Twin Adder,Lalafell,10
True,Belias,Order of the Twin Adder,Miqo'te,20
True,Belias,Order of the Twin Adder,Roegadyn,2
True,Belias,Order of the Twin Adder,Viera,11
True,Belias,none,Au Ra,86
True,Belias,none,Elezen,21
True,Belias,none,Hrothgar,10
True,Belias,none,Hyur,73
True,Belias,none,Lalafell,64
True,Belias,none,Miqo'te,125
True,Belias,none,Roegadyn,15
True,Belias,none,Viera,66
True,Carbuncle,Immortal Flames,Au Ra,12
True,Carbuncle,Immortal Flames,Elezen,3
True,Carbuncle,Immortal Flames,Hrothgar,1
True,Carbuncle,Immortal Flames,Hyur,10
True,Carbuncle,Immortal Flames,Lalafell,9
True,Carbuncle,Immortal Flames,Miqo'te,17
True,Carbuncle,Immortal Flames,Roegadyn,2
True,Carbuncle,Immortal Flames,Viera,9
True,Carbuncle,Maelstrom,Au Ra,12
True,Carbuncle,Maelstrom,Elezen,3
True,Carbuncle,Maelstrom,Hrothgar,1
True,Carbuncle,Maelstrom,Hyur,10
True,Carbuncle,Maelstrom,Lalafell,9
True,Carbuncle,Maelstrom,Miqo'te,18
True,Carbuncle,Maelstrom,Roegadyn,2
True,Carbuncle,Maelstrom,Viera,9
True,Carbuncle,Order of the Twin Adder,Au Ra,15
True,Carbuncle,Order of the Twin Adder,Elezen,3
True,Carbuncle,Order of the Twin Adder,Hrothgar,2
True,Carbuncle,Order of the Twin Adder,Hyur,12
True,Carbuncle,Order of the Twin Adder,Lalafell,11
True,Carbuncle,Order of the Twin Adder,Miqo'te,21
True,Carbuncle,Order of the Twin Adder,Roegadyn,3
True,Carbuncle,Order of the Twin Adder,Viera,11
True,Carbuncle,none,Au Ra,89
True,Carbuncle,none,Elezen,21
True,Carbuncle,none,Hrothgar,11
True,Carbuncle,none,Hyur,76
True,Carbuncle,none,Lalafell,66
True,Carbuncle,none,Miqo'te,129
True,Carbuncle,none,Roegadyn,16
True,Carbuncle,none,Viera,69
True,Chocobo,Immortal Flames,Au Ra,15
True,Chocobo,Immortal Flames,Elezen,4
True,Chocobo,Immortal Flames,Hrothgar,2
True,Chocobo,Immortal Flames,Hyur,13
True,Chocobo,Immortal Flames,Lalafell,11
True,Chocobo,Immortal Flames,Miqo'te,22
True,Chocobo,Immortal Flames,Roegadyn,3
True,Chocobo,Immortal Flames,Viera,12
True,Chocobo,Maelstrom,Au Ra,16
True,Chocobo,Maelstrom,Elezen,4
True,Chocobo,Maelstrom,Hrothgar,2
True,Chocobo,Maelstrom,Hyur,13
True,Chocobo,Maelstrom,Lalafell,12
True,Chocobo,Maelstrom,Miqo'te,23
True,Chocobo,Maelstrom,Roegadyn,3
True,Chocobo,Maelstrom,Viera,12
True,Chocobo,Order of the Twin Adder,Au Ra,18
True,Chocobo,Order of the Twin Adder,Elezen,4
True,Chocobo,Order of the Twin Adder,Hrothgar,2
True,Chocobo,Order of the Twin Adder,Hyur,16
True,Chocobo,Order of the Twin Adder,Lalafell,14
True,Chocobo,Order of the Twin Adder,Miqo'te,27
True,Chocobo,Order of the Twin Adder,Roegadyn,3
True,Chocobo,Order of the Twin Adder,Viera,14
True,Chocobo,none,Au Ra,113
True,Chocobo,none,Elezen,27
True,Chocobo,none,Hrothgar,14
True,Chocobo,none,Hyur,96
True,Chocobo,none,Lalafell,84
True,Chocobo,none,Miqo'te,164
True,Chocobo,none,Roegadyn,20
True,Chocobo,none,Viera,87
True,Durandal,Immortal Flames,Au Ra,12
True,Durandal,Immortal Flames,Elezen,3
True,Durandal,Immortal Flames,Hrothgar,1
True,Durandal,Immortal Flames,Hyur,10
True,Durandal,Immortal Flames,Lalafell,9
True,Durandal,Immortal Flames,Miqo'te,17
True,Durandal,Immortal Flames,Roegadyn,2
True,Durandal,Immortal Flames,Viera,9
True,Durandal,Maelstrom,Au Ra,12
True,Durandal,Maelstrom,Elezen,3
True,Durandal,Maelstrom,Hrothgar,1
True,Durandal,Maelstrom,Hyur,10
True,Durandal,Maelstrom,Lalafell,9
True,Durandal,Maelstrom,Miqo'te,17
True,Durandal,Maelstrom,Roegadyn,2
True,Durandal,Maelstrom,Viera,9
True,Durandal,Order of the Twin Adder,Au Ra,14
True,Durandal,Order of the Twin Adder,Elezen,3
True,Durandal,Order of the Twin Adder,Hrothgar,2
True,Durandal,Order of the Twin Adder,Hyur,12
True,Durandal,Order of the Twin Adder,Lalafell,10
True,Durandal,Order of the Twin Adder,Miqo'te,21
True,Durandal,Order of the Twin Adder,Roegadyn,2
True,Durandal,Order of the Twin Adder,Viera,11
True,Durandal,none,Au Ra,87
True,Durandal,none,Elezen,21
True,Durandal,none,Hrothgar,11
True,Durandal,none,Hyur,74
True,Durandal,none,Lalafell,64
True,Durandal,none,Miqo'te,126
True,Durandal,none,Roegadyn,15
True,Durandal,none,Viera,67
True,Fenrir,Immortal Flames,Au Ra,12
True,Fenrir,Immortal Flames,Elezen,3
True,Fenrir,Immortal Flames,Hrothgar,1
True,Fenrir,Immortal Flames,Hyur,10
True,Fenrir,Immortal Flames,Lalafell,9
True,Fenrir,Immortal Flames,Miqo'te,17
True,Fenrir,Immortal Flames,Roegadyn,2
True,Fenrir,Immortal Flames,Viera,9
True,Fenrir,Maelstrom,Au Ra,12
True,Fenrir,Maelstrom,Elezen,3
True,Fenrir,Maelstrom,Hrothgar,1
True,Fenrir,Maelstrom,Hyur,10
True,Fenrir,Maelstrom,Lalafell,9
True,Fenrir,Maelstrom,Miqo'te,17
True,Fenrir,Maelstrom,Roegadyn,2
True,Fenrir,Maelstrom,Viera,9
True,Fenrir,Order of the Twin Adder,Au Ra,14
True,Fenrir,Order of the Twin Adder,Elezen,3
True,Fenrir,Order of the Twin Adder,Hrothgar,2
True,Fenrir,Order of the Twin Adder,Hyur,12
True,Fenrir,Order of the Twin Adder,Lalafell,11
True,Fenrir,Order of the Twin Adder,Miqo'te,21
True,Fenrir,Order of the Twin Adder,Roegadyn,2
True,Fenrir,Order of the Twin Adder,Viera,11
True,Fenrir,none,Au Ra,87
True,Fenrir,none,Elezen,21
True,Fenrir,none,Hrothgar,11
True,Fenrir,none,Hyur,74
True,Fenrir,none,Lalafell,65
True,Fenrir,none,Miqo'te,127
True,Fenrir,none,Roegadyn,15
True,Fenrir,none,Viera,67
True,Garuda,Immortal Flames,Au Ra,11
True,Garuda,Immortal Flames,Elezen,3
True,Garuda,Immortal Flames,Hrothgar,1
True,Garuda,Immortal Flames,Hyur,10
True,Garuda,Immortal Flames,Lalafell,8
True,Garuda,Immortal Flames,Miqo'te,16
True,Garuda,Immortal Flames,Roegadyn,2
True,Garuda,Immortal Flames,Viera,9
True,Garuda,Maelstrom,Au Ra,12
True,Garuda,Maelstrom,Elezen,3
True,Garuda,Maelstrom,Hrothgar,1
True,Garuda,Maelstrom,Hyur,10
True,Garuda,Maelstrom,Lalafell,9
True,Garuda,Maelstrom,Miqo'te,17
True,Garuda,Maelstrom,Roegadyn,2
True,Garuda,Maelstrom,Viera,9
True,Garuda,Order of the Twin Adder,Au Ra,14
True,Garuda,Order of the Twin Adder,Elezen,3
True,Garuda,Order of the Twin Adder,Hrothgar,2
True,Garuda,Order of the Twin Adder,Hyur,12
True,Garuda,Order of the Twin Adder,Lalafell,10
True,Garuda,Order of the Twin Adder,Miqo'te,20
True,Garuda,Order of the Twin Adder,Roegadyn,2
True,Garuda,Order of the Twin Adder,Viera,10
True,Garuda,none,Au Ra,84
True,Garuda,none,Elezen,20
True,Garuda,none,Hrothgar,10
True,Garuda,none,Hyur,71
True,Garuda,none,Lalafell,62
True,Garuda,none,Miqo'te,122
True,Garuda,none,Roegadyn,15
True,Garuda,none,Viera,64
True,Gungnir,Immortal Flames,Au Ra,11
True,Gungnir,Immortal Flames,Elezen,3
True,Gungnir,Immortal Flames,Hrothgar,1
True,Gungnir,Immortal Flames,Hyur,9
True,Gungnir,Immortal Flames,Lalafell,8
True,Gungnir,Immortal Flames,Miqo'te,16
True,Gungnir,Immortal Flames,Roegadyn,2
True,Gungnir,Immortal Flames,Viera,8
True,Gungnir,Maelstrom,Au Ra,11
True,Gungnir,Maelstrom,Elezen,3
True,Gungnir,Maelstrom,Hrothgar,1
True,Gungnir,Maelstrom,Hyur,10
True,Gungnir,Maelstrom,Lalafell,8
True,Gungnir,Maelstrom,Miqo'te,16
True,Gungnir,Maelstrom,Roegadyn,2
True,Gungnir,Maelstrom,Viera,9
True,Gungnir,Order of the Twin Adder,Au Ra,13
True,Gungnir,Order of the Twin Adder,Elezen,3
True,Gungnir,Order of the Twin Adder,Hrothgar,2
True,Gungnir,Order of the Twin Adder,Hyur,11
True,Gungnir,Order of the Twin Adder,Lalafell,10
True,Gungnir,Order of the Twin Adder,Miqo'te,19
True,Gungnir,Order of the Twin Adder,Roegadyn,2
True,Gungnir,Order of the Twin Adder,Viera,10
True,Gungnir,none,Au Ra,81
True,Gungnir,none,Elezen,20
True,Gungnir,none,Hrothgar,10
True,Gungnir,none,Hyur,69
True,Gungnir,none,Lalafell,60
True,Gungnir,none,Miqo'te,118
True,Gungnir,none,Roegadyn,14
True,Gungnir,none,Viera,63
True,Hades,Immortal Flames,Au Ra,14
True,Hades,Immortal Flames,Elezen,3
True,Hades,Immortal Flames,Hrothgar,2
True,Hades,Immortal Flames,Hyur,12
True,Hades,Immortal Flames,Lalafell,10
True,Hades,Immortal Flames,Miqo'te,20
True,Hades,Immortal Flames,Roegadyn,2
True,Hades,Immortal Flames,Viera,10
True,Hades,Maelstrom,Au Ra,14
True,Hades,Maelstrom,Elezen,3
True,Hades,Maelstrom,Hrothgar,2
True,Hades,Maelstrom,Hyur,12
True,Hades,Maelstrom,Lalafell,10
True,Hades,Maelstrom,Miqo'te,20
True,Hades,Maelstrom,Roegadyn,2
True,Hades,Maelstrom,Viera,11
True,Hades,Order of the Twin Adder,Au Ra,17
True,Hades,Order of the Twin Adder,Elezen,4
True,Hades,Order of the Twin Adder,Hrothgar,2
True,Hades,Order of the Twin Adder,Hyur,14
True,Hades,Order of the Twin Adder,Lalafell,12
True,Hades,Order of the Twin Adder,Miqo'te,24
True,Hades,Order of the Twin Adder,Roegadyn,3
True,Hades,Order of the Twin Adder,Viera,13
True,Hades,none,Au Ra,102
True,Hades,none,Elezen,24
True,Hades,none,Hrothgar,12
True,Hades,none,Hyur,86
True,Hades,none,Lalafell,75
True,Hades,none,Miqo'te,147
True,Hades,none,Roegadyn,18
True,Hades,none,Viera,78
True,Ifrit,Immortal Flames,Au Ra,12
True,Ifrit,Immortal Flames,Elezen,3
True,Ifrit,Immortal Flames,Hrothgar,1
True,Ifrit,Immortal Flames,Hyur,10
True,Ifrit,Immortal Flames,Lalafell,9
True,Ifrit,Immortal Flames,Miqo'te,17
True,Ifrit,Immortal Flames,Roegadyn,2
True,Ifrit,Immortal Flames,Viera,9
True,Ifrit,Maelstrom,Au Ra,12
True,Ifrit,Maelstrom,Elezen,3
True,Ifrit,Maelstrom,Hrothgar,1
True,Ifrit,Maelstrom,Hyur,10
True,Ifrit,Maelstrom,Lalafell,9
True,Ifrit,Maelstrom,Miqo'te,18
True,Ifrit,Maelstrom,Roegadyn,2
True,Ifrit,Maelstrom,Viera,9
True,Ifrit,Order of the Twin Adder,Au Ra,15
True,Ifrit,Order of the Twin Adder,Elezen,3
True,Ifrit,Order of the Twin Adder,Hrothgar,2
True,Ifrit,Order of the Twin Adder,Hyur,12
True,Ifrit,Order of the Twin Adder,Lalafell,11
True,Ifrit,Order of the Twin Adder,Miqo'te,21
True,Ifrit,Order of the Twin Adder,Roegadyn,3
True,Ifrit,Order of the Twin Adder,Viera,11
True,Ifrit,none,Au Ra,89
True,Ifrit,none,Elezen,21
True,Ifrit,none,Hrothgar,11
True,Ifrit,none,Hyur,76
True,Ifrit,none,Lalafell,66
True,Ifrit,none,Miqo'te,129
True,Ifrit,none,Roegadyn,16
True,Ifrit,none,Viera,69
True,Ixion,Immortal Flames,Au Ra,13
True,Ixion,Immortal Flames,Elezen,3
True,Ixion,Immortal Flames,Hrothgar,2
True,Ixion,Immortal Flames,Hyur,11
True,Ixion,Immortal Flames,Lalafell,9
True,Ixion,Immortal Flames,Miqo'te,18
True,Ixion,Immortal Flames,Roegadyn,2
True,Ixion,Immortal Flames,Viera,10
True,Ixion,Maelstrom,Au Ra,13
True,Ixion,Maelstrom,Elezen,3
True,Ixion,Maelstrom,Hrothgar,2
True,Ixion,Maelstrom,Hyur,11
True,Ixion,Maelstrom,Lalafell,10
True,Ixion,Maelstrom,Miqo'te,19
True,Ixion,Maelstrom,Roegadyn,2
True,Ixion,Maelstrom,Viera,10
True,Ixion,Order of the Twin Adder,Au Ra,15
True,Ixion,Order of the Twin Adder,Elezen,4
True,Ixion,Order of the Twin Adder,Hrothgar,2
True,Ixion,Order of the Twin Adder,Hyur,13
True,Ixion,Order of the Twin Adder,Lalafell,11
True,Ixion,Order of the Twin Adder,Miqo'te,22
True,Ixion,Order of the Twin Adder,Roegadyn,3
True,Ixion,Order of the Twin Adder,Viera,12
True,Ixion,none,Au Ra,94
True,Ixion,none,Elezen,23
True,Ixion,none,Hrothgar,11
True,Ixion,none,Hyur,80
True,Ixion,none,Lalafell,70
True,Ixion,none,Miqo'te,137
True,Ixion,none,Roegadyn,17
True,Ixion,none,Viera,72
True,Kujata,Immortal Flames,Au Ra,12
True,Kujata,Immortal Flames,Elezen,3
True,Kujata,Immortal Flames,Hrothgar,1
True,Kujata,Immortal Flames,Hyur,10
True,Kujata,Immortal Flames,Lalafell,9
True,Kujata,Immortal Flames,Miqo'te,17
True,Kujata,Immortal Flames,Roegadyn,2
True,Kujata,Immortal Flames,Viera,9
True,Kujata,Maelstrom,Au Ra,12
True,Kujata,Maelstrom,Elezen,3
True,Kujata,Maelstrom,Hrothgar,1
True,Kujata,Maelstrom,Hyur,10
True,Kujata,Maelstrom,Lalafell,9
True,Kujata,Maelstrom,Miqo'te,18
True,Kujata,Maelstrom,Roegadyn,2
True,Kujata,Maelstrom,Viera,9
True,Kujata,Order of the Twin Adder,Au Ra,14
True,Kujata,Order of the Twin Adder,Elezen,3
True,Kujata,Order of the Twin Adder,Hrothgar,2
True,Kujata,Order of the Twin Adder,Hyur,12
True,Kujata,Order of the Twin Adder,Lalafell,11
True,Kujata,Order of the Twin Adder,Miqo'te,21
True,Kujata,Order of the Twin Adder,Roegadyn,3
True,Kujata,Order of the Twin Adder,Viera,11
True,Kujata,none,Au Ra,89
True,Kujata,none,Elezen,21
True,Kujata,none,Hrothgar,11
True,Kujata,none,Hyur,76
True,Kujata,none,Lalafell,66
True,Kujata,none,Miqo'te,129
True,Kujata,none,Roegadyn,16
True,Kujata,none,Viera,68
True,Mandragora,Immortal Flames,Au Ra,11
True,Mandragora,Immortal Flames,Elezen,3
True,Mandragora,Immortal Flames,Hrothgar,1
True,Mandragora,Immortal Flames,Hyur,9
True,Mandragora,Immortal Flames,Lalafell,8
True,Mandragora,Immortal Flames,Miqo'te,16
True,Mandragora,Immortal Flames,Roegadyn,2
True,Mandragora,Immortal Flames,Viera,8
True,Mandragora,Maelstrom,Au Ra,11
True,Mandragora,Maelstrom,Elezen,3
True,Mandragora,Maelstrom,Hrothgar,1
True,Mandragora,Maelstrom,Hyur,9
True,Mandragora,Maelstrom,Lalafell,8
True,Mandragora,Maelstrom,Miqo'te,16
True,Mandragora,Maelstrom,Roegadyn,2
True,Mandragora,Maelstrom,Viera,9
True,Mandragora,Order of the Twin Adder,Au Ra,13
True,Mandragora,Order of the Twin Adder,Elezen,3
True,Mandragora,Order of the Twin Adder,Hrothgar,2
True,Mandragora,Order of the Twin Adder,Hyur,11
True,Mandragora,Order of the Twin Adder,Lalafell,10
True,Mandragora,Order of the Twin Adder,Miqo'te,19
True,Mandragora,Order of the Twin Adder,Roegadyn,2
True,Mandragora,Order of the Twin Adder,Viera,10
True,Mandragora,none,Au Ra,80
True,Mandragora,none,Elezen,19
True,Mandragora,none,Hrothgar,10
True,Mandragora,none,Hyur,68
True,Mandragora,none,Lalafell,59
True,Mandragora,none,Miqo'te,116
True,Mandragora,none,Roegadyn,14
True,Mandragora,none,Viera,62
True,Masamune,Immortal Flames,Au Ra,12
True,Masamune,Immortal Flames,Elezen,3
True,Masamune,Immortal Flames,Hrothgar,2
True,Masamune,Immortal Flames,Hyur,11
True,Masamune,Immortal Flames,Lalafell,9
True,Masamune,Immortal Flames,Miqo'te,18
True,Masamune,Immortal Flames,Roegadyn,2
True,Masamune,Immortal Flames,Viera,10
True,Masamune,Maelstrom,Au Ra,13
True,Masamune,Maelstrom,Elezen,3
True,Masamune,Maelstrom,Hrothgar,2
True,Masamune,Maelstrom,Hyur,11
True,Masamune,Maelstrom,Lalafell,9
True,Masamune,Maelstrom,Miqo'te,19
True,Masamune,Maelstrom,Roegadyn,2
True,Masamune,Maelstrom,Viera,10
True,Masamune,Order of the Twin Adder,Au Ra,15
True,Masamune,Order of the Twin Adder,Elezen,4
True,Masamune,Order of the Twin Adder,Hrothgar,2
True,Masamune,Order of the Twin Adder,Hyur,13
